legacy_id,code,perusahaan,address,phone,email,handphone,fax,npwp,tempo_hutang,kontak_person,keterangan,cabang_id
248,S043,"sumber jaya galv",-,-,,-,,,30,"ko taping",,2
249,S044,"SUMBER REJEKI","gedung metro glodok no 51 B",6015102,,-,6243718,,60,,,2
250,S045,SUPERLON,-,-,,-,,,60,,,2
251,S046,"UD SAHABAT OLI",-,6596814/6597014,,-,,,60,"P satriadi",081317170137,2
252,S047,"SINAR MUTIARA INDAH","jl.srengseng raya no 62 kebon jeruk",5851385,,-,5846243,,60,"P SLAMET",,2
253,S048,"SINAR PLASTIK",-,68996345,,-,,,60,MAYA,,2
254,S049,"senara regindo agung","pergdgn kosambi permai blok c/10,jl raya perancis 5592526/27",081281637243,,-,5592543,,60,tuTTY,,2
255,S050,"SAFIR JAYA","PSR KNRI LMA LT 1 AKS 50",45558551,,-,,,60,"BU SITI",,2
256,S051,"SINAR NUSA PANCA BINTANG","JL DANAU SUNTER SLTN BLOK 03 NO 36-37 95702710 ko daniel",6510468/6264034,,-,6510047,,30,MOMONG,6510607/6510937,2
257,S052,SKS,-,-,,-,,,30,,,2
258,S053,"SARANA MAKMUR",-,6253506,,-,6295601,,60,AJAT,081310165209/91157561,2
259,S054,"sarana maju",-,-,,-,,,30,,,2
260,S055,SURYO,-,-,,-,,,30,,,2
261,S056,"sinar samudra","ltc gf1 blok c28 no 7//6284466",62201287,,-,,,30,,56973969,2
262,S057,"SKY DUCT","JL PENGADEGAN SLTN 7 NO 4 27954988",7946603,,-,,,30,delmi/aro,,2
263,S058,SERA,-,-,,-,,,30,,,2
264,S059,STARMED,-,-,,-,,,30,,,2
265,S060,sw,-,-,,-,,,30,,,2
266,S061,"PT SRIKANDI PRADHANA SAKTI","REMAJA RAYA NO 14 CEMPAKA BARU 4269647//4263806",4269646//,,-,42879610,,30,"(SAMSUL ACHMAD EDISON)",081286679911/santi,2
267,S062,"SUKSES UTAMA",-,-,,-,,,30,,,2
268,S063,"SINAR BINTANG MAKMUR SEJAHTERA",-,-,,-,,,30,"CI MOMONG",,2
269,S064,"SAFE GAS",-,-,,-,,,30,,,2
270,S065,"sumber makmur abadi","ruko arcadia grand galaxy city no 112 bekasi",8226503,,-,,,30,"bp surya",0818940301//081384700898,2
271,T001,Tako,Jakarta,-,,-,,,60,,,2
272,T002,"Tehnik Makmur",Jakarta,-,,-,,,60,Efi,,2
273,T003,Tritunggal,"Jl.Parangtritis Raya no.6F Ancol Barat  Jakarta",4618485,,-,4610685,,60,Soleh/Willy,,2
274,T004,"Tunas Karya Mandiri",Jakarta,-,,-,,,60,Susan,,2
275,T005,TBN,Jakarta,-,,-,,,60,,,2
276,T006,"toko 131",-,-,,-,,,60,tatung,,2
277,T007,"tabung gas",-,-,,-,,,30,60,,2
278,T008,"TRI SINAR PURNAMA","desa kedung pani kel wates kec ngaliyan smrg  semarang 50188","0247628224 -26",,-,0247628223,,60,,,2
279,T010,TIVAL,-,-,,-,,,60,,,2
280,T011,TOFLE,-,-,,-,,,60,,,2
281,T012,"TOP tape",-,94422227,,-,,,60,"ko ayong",,2
282,T013,"TEKNIK MITRA NITTO","jl komp pertokoan glodok jya ruko 48 pt riyadi putra makmur gnti",6255548/6122888,,-,,,60,,,2
283,T014,"PT TRIAGUNG ADISEJAHTERA",KENARI,021-391,,-,,,30,"CI AAWEN",,2
284,T015,"PT TISCO","jl p jayakrta no 33 b",62202727,,-,6261353,,30,IRA/IRMA/linda,,2
285,T016,TATZU,-,-,,-,,,30,,,2
286,T017,TL,-,-,,-,,,30,,,2
287,T018,TECHNOFLEX,-,-,,-,,,30,,,2
288,T019,test,-,-,,-,,,30,,,2
289,U001,Utraconindo,-,-,,-,,,60,Thomas,,2
290,U002,Utraconindo,Jakarta,"5695896,97",,-,"5800429,5842417",,60,Tomas,,2
291,U003,"Usaha Jaya ci alin","jl agung timur 9 blok n2 no 14 jl gunung sahari raya no 18 Jakarta",62306436/6416,,-,6396238,,60,"Ming Su( USAHA JAYA )",0818966042,2
292,U004,"Unika Daya Nusantara T",-,-,,-,,,60,Yudi,,2
293,U005,"Usaha Jaya Mandiri",Jakarta,6252186,,-,6252185,,60,"Lisa(PT INDOMAKMUR INTI LESTARI)",,2
294,U006,Unipipe,"Jl.Griya utama komp ruko puri mutiara blok A no.92 65310525-27 Jakarta",-,,-,65310528,,60,"(RUSEN HERMAN)",29569515,2
295,U007,"Utama teknik","jl.kelapa hibrida raya PE 10/3",45845057,,-,4516754,,60,"cristin(Christine NG)",,2
296,U008,"ultra 2000",-,-,,-,,,60,anis,,2
297,U009,"UNI D",-,-,,-,,,60,,,2
298,U010,unilink,-,-,,-,,,60,,,2
299,U011,"PT UNITI JAYA GEMILANG","085929991334//081213311334 66695262 fax",-,,-,,,30,"CI MIEN",,2
300,U012,UNION,-,-,,-,,,30,,,2
301,U013,"PT USAHA JAYA PRIMATEK","JL. GUNUNG SAHARI RAYA NO 18 RT 001 RW 003, GUNUNG SAHARI UTARA , JAKARTA PUSAT",021-62306431,fin@ujprimatek.com,-,,74.669.194.8-026.000,30,"P TANTO",,2
302,V001,Vovovom,"Jl.K.S Tubun no.130 Petamburan raya  Jakarta",5485331,,-,5481356,,60,Lisa,,2
303,V002,"Varia Nepel","GLODOK JAYA BLOK B NO 7 LT DSR  Jakarta",6399666,,-,,,60,"Iwan(Varia Nepel)",081586289547,2
304,V003,Victoria,"Kenari gedung HWI lt dasar blok B NO.82 GLODOK Jakarta",39842823,,-,39842824,,30,"Fitri(KWEE PHIN FONG)",,2
305,V004,"VININDO MANDIRI",-,70662440/658669,,-,,,30,"SANTOSO LIM",08161122007,2
306,V005,"PT VALCONINDO INTI PERKASA","JL. BUNI NO.28-30 BLOK LM, MANGGA BESAR , JAKARTA BARAT",6284838,,-,"no rek 0653087001(BCA)",02.566.614.0-032.000,30,"KO WEI WEI",NPWP,2
307,W001,"PT WILLICH ISOLASI PRATAMA","08128249829  Jakarta","3150884,8241120",,-,31938070,,30,"Diana,Yuli,,eni","gdg 82411207,82422467",2
308,W002,Wahana,Jakarta,-,,-,,,60,Awie,,2
309,W003,"Waskita Teknik",Jakarta,"6247217,6293041",,-,6250351,,60,"Dedy(JOHANES EDDY SUTIONO)",08129311469,2
310,W004,WIKA,-,-,,-,,,30,IZAM,,2
311,W005,Wavin,-,-,,-,,,60,,,2
312,W006,"Wijaya Putra",-,6452042/6919994,,-,,,60,"ko akuwng/bu suli",081210892007,2
313,W007,W007,-,-,,-,,,30,,,2
314,Y001,"Yudistira Tehnik",-,68462832,,-,46836974,,60,"Ari,Tarno",087883161598,2
315,Y002,"Yohana Firma",Jakarta,4707669,,-,,,60,Jonah,,2
316,S067,"PT SINAR GRAHA TEKNIKTAMA","JALAN PINANGSIA TIMUR NO 8 C RT 004 RW 05 , JAKARTA BARAT",6007474,marketing@sinatektama.com,081212077976,,02.566.762.7-032.000,60,silvia,NPWP,2
317,H014,HANDOKO,"TAMAN PALEM LESTARI",081382021600,,081382021600,,,30,ALBERT,,2
318,w008,"warung perkakas","jl jelambar utama sakti 9 no 21",08972987109,,-,,,1,,,2
319,w009,"warung teknik",bukalapak,08164807939,,08164807939,,,1,kevin,,2
320,D001,"DIGITAL INSTRUMENT",KLATEN,085740417688,,085740417688,,,1,MASHUWOTO,,2
321,I013,"PT INDOROMAS SEJAHTERA","JL DANAU SUNTER BARAT BLOK A 2 NO 22",08161314467,,08161314467,,,30,MARDI,,2
322,Y003,"YUEQING COOLWORK","17TH,WEI ROAD,YUE QING CHINA","+ 86 57727851988",,-,,,1,,,2
323,A023,"ALPHA TEKNIK",TANGERANG,"021 22909091",,-,,,1,,,2
324,A024,"AMERTA GRACIA",JAKARTA,081314981120,,-,,,1,,,2
325,T020,"PT TIRTA PRATAMA METERINDO","KENARI SENEN VINILON BUILDING LT 10 UNIT 10-1",31924886,,087882172088,,,60,"BP EDI",,2
326,R010,"PT RIFENG INTERNATIONAL INDONESIA","JL GRIYA UTAMA KOMPLEK RUKO PURI MUTIARA BLOK A NO 92 SUNTER AGUNG JAKARTA UTARA 14350",65310525/0526/0527,,-,,,30,RETNO,,2
327,m022,"MEKAR JAYA",GLODOK,0811802205,,0811802205,,,1,HIDAYAT,,2
328,A025,"ANUGRAH JAYA TEHNIK",GLODOK,081919992806,,081919992806,,,1,"HAN LIONG",,2
329,T021,"PT TAIGA TREMBESI","GEDUNG OFFICE 8/18A SCBD JEND AN 52-53 JAKARTA",7543758,,-,,,30,ALEX,,2
330,W010,"PT WAHANA PANCARAN DAYA SURYA","JL PANGERAN JAYAKARTA NO 143G",6494487,,6494487,,,1,,,2
331,M023,"PT.MEVINDO SINAR JAYA",TOKOPEDIA,1111111,,-,,,1,,,2
332,I014,"INDAH JAYA",TOKOPEDIA,TOKOPEDIA,,TOKOPEDIA,,,1,,,2
333,C017,"CENTRAL AGUNG","JL lautze no 48 A JAKPUS",3805500,,-,3858779,,30,,,2
334,G014,"PT GLOBAL CONTROMATION INDONESIA","TANJUNGSARI NO 44 I RT 001 RW 016 SIMOMULYO SUKO MANUNGGAL SURABAYA",08179168831,,082131432101,,02.458.090.4-604.000,30,STEVEN,,2
335,C018,"CAHAYA LOGAM","GLODOK JAYA LT DASAR BLOK D 66",634475,,634475,,,30,"BP EKA",,2
336,D019,"DELIMA JAYA","JL RAYA KENARI NO 178 C",3,,-,,,1,,,2
337,R011,"PT RADIANT JAYA BERSAMA","KOMPLEK PERTOKOAN GLODOK JAYA NO 62 MANGGA BESAR TAMAN SARI",6255548,,6255548,,,1,,,2
338,O02,"OK TEKNIK",JAKARTA,30032270/72/73/74,,-,,,30,,,2
339,C019,"PT CENTRAL AGUNG ADIRAJA","jl lautze no 48A JAKARTA","021 3805500/3858781",caa@centrin.net.id,085880475757,"021 3858779",,1,irpan,,2
340,T022,"TEKNIK JAYA","KELAPA GADING BATAVIA BLOK D NO 6 KELAPA GADING JAKARTA UTARA",081511110018,,081511110018,,,1,,,2
341,S066,SYLVANA,1,1,,-,,,1,,,2
342,A026,"ANDRE BIMA",JAKARTA,082265061835,,-,,,1,,,2
343,D015,"CV DIAN MAKMUR SENTOSA",JAKARTA,5453063,,-,,,30,,,2
344,J010,"JERINDO INDO PRIMA",JAKARTA,087778356210,,087778356210,,,14,RONI,,2
345,n007,"NIKI MEDICAL",JAKARTA,089519991555,,089519991555,,,1,,,2
346,A027,"ALUMINIUM SINAR BERKAH",JAKARTA,081297222216,,081297222216,,,1,,,2
347,S068,"SENTRAL SANITARY",JAKARTA,"021 3914363",,"021 3914363",,,1,,,2
348,A028,AMIR,JAKARTA,08191951008,,08191951008,,,1,,,2
349,S069,"PT STARMED TUNGGAL INDONESIA","JL KENARI BLOK G NO 55 B RT 004 RW 003 KENARI SENEN JAKARTA PUSAT 10430",087720121997,,087720121997,,43.389.242.9-023.000,30,GERALD,NPWP,2
350,T023,"TEKNIK PRATAMA","LTC GLODOK LT SB BLOK A1 NO 8",082246895796,,082246895796,,,1,,,2
351,D020,"PT DUNIA PRATAMA SEJAHTERA","LINDETEVES TRADE CENTER,JL HAYAM WURUK NO 127 LT SB A 1 NO 8 JAKARTA BARAT","021 6008422",,"021 6008422",,,1,,,2
352,A029,"ANEKA TEKNIK",BANDUNG,"022 6024485",,-,,,1,,,2
353,M024,"MEDIKAL GAS",JAKARTA,089519991555,,089519991555,,,1,,,2
354,R012,"RUDY SUPRIADI",JAKARTA,8350093223,,8350093223,,,1,,,2
355,H015,"HANDY WARTIN",JAKARTA,087876132555,,087876132555,,,1,,,2
356,A030,"ANDI DARMAWAN",JAKARTA,087721639721,,-,,,1,,,2
358,I015,"PT.INDOMAKMUR INTI LESTARI",-,081511008062,,081511008062,,,60,"KO AYUNG",,2
359,A031,"airtek medikal","jl raya bogor km 35",031329000,,-,,,30,,,2
360,P018,"PUSAT TEKNIK TOKO BANDUNG",BANDUNG,"022 8906767",,-,,,1,,,2
361,I016,"INGS AQUASPACE","JL PEGANGSAAN 2 NO 8B","021 42505656",,"021 42505656",,,1,,,2
362,P019,"PROGAS MEDIKA","GUNUNG PUTRI ,BOGOR","0231 217435",,"0231 217435",,,1,,,2
363,G015,"GRAY MARKET","CENGKARENG JAKARTA BARAT",089653779661,,089653779661,,,1,,,2
364,A032,"AQUATIC POINT","SEMARANG UTARA",085740322662,,085740322662,,,1,,,2
365,C020,"CV. CITRA SUKSES ABADI","pasar kenari lama lt dasar aks 135-136",3920451,,3920451,,,30,,,2
366,B019,"BRASSCO JINTIAN","CICHENG NINGBO,CHINA",+865748756788,,+865748756788,,,1,,,2
367,A033,AMCAREMED,CHINA,+865503028928,,+865503028928,,,1,,,2
368,P20,"Pneumatic Store","Komplek Mangga Dua Elok, Jl. Mangga Dua Abdad no.B5",-,,08985929394,-,,1,,,2
369,DTM,"DAYA TEKNIK MEDIKA","Jl. Kenari 2 No.178, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakart","WA: +62 8953-9153-5098",,-,,,30,,,2
370,S070,SUSHANTY,DEPOK,087785144431,,087785144431,,,1,,,2
371,N008,"PT NIPSEA PAINT AND CHEMICALS","JL ANCOL BARAT I BLOK A5/C NO 12 RT 003 RW 002 JAKARTA UTARA",087862369700,,082110827641,,01.001.769.7-092.000,60,ERDY,,2
372,P020,"PT PRIMA PROSPEK INDONESIA","JL PETA SELATAN CITI SQUARE BLOK B NO 11 KALIDERES KALIDERES JAKARTA BARAT DKI JAKARTA 11840",0818663705,,0818663705,,"70.629.587.0-085,000",1,"P EKA",1,2
373,M025,"MAJU JAYA","MEGA GLODOK KEMAYORAN",-,,-,,,1,,,2
374,F004,FERA,JAKARTA,-,,-,,,60,FERA,,2
375,c021,"CITRA BARU","JL H.MUCHTAR RAYA NO 5 RT 5/RW 11,PETUKANGAN UTARA,KEC PESANGGRAHAN ,KOTA JAKARTA SELATAN",087881028265,,087881028265,,,30,,,2
376,J011,"JAVIN TEKNIK","KELAPA GADING",081806058896,,081806058896,,,30,,,2
377,S071,"SPART EQUIPMENT",-,-,,085882131997,,,1,,,2
378,I017,"INDO JAYA TEKNIK",JAKARTA,-,,-,,,1,,,2
379,A034,ALFA,-,-,,-,,,1,,,2
380,R013,"RAHMAD KUSNO",AMBARAWA,082138436226,,082138436226,,,1,,,2
381,H016,"HANGZHOU GUANSHANG IMPORT &amp; EXPORT",CHINA,008618258192412,,-,,,1,,,2
382,N009,"NINGBO JINTIAN",CHINA,0086574,,"0086 574 88858422",,,1,,,2
383,T024,"TF TIANJIN INDUSTRIAL CO.LTD",CHINA,22-25327831,,-,,,1,,,2
384,Z001,"ZHEJIANG HENGSEN INDUSTRIAL GROUP",CHINA,-,,-,,,1,,,2
385,H017,"HONG KONG HAILIANG METAL TRADING LIMITED","SHANGHAI CHINA",-,,-,,,1,,,2
386,A035,"ALLBIZ ENTERPRISE CO.LTD","NO 327,SISHIH ST,CHANGHUA CITY,CHANGHUA COUNTY 500,TAIWAN",-,,-,,,1,,,2
387,T025,"TAIZHOU DURUI METERING CO LTD",CHINA,-,,-,,,1,,,2
388,T026,"TERMINAL VALVE",-,-,,-,,,1,CICI,,2
389,ABC,"ANEKA BINA CEMERLANG","jl. salemba raya",0812345678,,-,,,14,,,2
390,C022,"CHRISTIANTO SULAIMAN","H MUCHTAR RAYA RT. 005 RW. 011 , JAKARTA SELATAN",081398548240,,081398548240,,06.588.305.0-013.001,45,ANDRI,NPWP,2
391,SOLTEK,"SOLUSI TEKNIK ABADI","JL. CEMPAKA PUTIH RAYA NO.7",36512345,,-,,,14,,,2
392,S072,"SUMBER COOL","KAWASAN PUSAT NIAGA TERPADU JALAN DAAN MOGOT KM 19.6",0895377007439,,0895377007439,,,1,,,2
393,CAT,"CERDAS ABADI TEKNIK","JL LETJEN SUPRAPTO 1",08123456,,-,,,30,,,2
394,K016,"KARYA TEKNIK AC","RUKO TAMAN GALAXI PATUNG KUDA 2 JL PULO RIBUNG BLOK AE NO 1A(DEPAN BANK MANDIRI)BEKASI SELATAN",081586033150,,081586033150/087877998386,,,1,,,2
395,D021,"DANYANG AIRTECH",CHINA,-,,-,,,1,,,2
396,B020,"BERDIKARI TEKNIK",-,-,,-,,,1,,,2
397,S073,"SHANGHAI HEDA INTERNATIONAL TRADING CO.LTD","ROOM 1305,DRAGON PEARL PLAZA,NO 2123 PUDONG AVE,SHANGHAI ,CHINA 200135",0086-21-58886680,,0086-21-58886680,,,1,,,2
398,S074,"PT SINAR VALCOSINDO TEKNIK","JL MANGGA BESAR 1 NO 165 F RT 010 RW 001 JAKARTA BARAT",-,,-,,,1,,,2
399,C023,"CAHAYA BARU ABADI",JKT,1,,-,,,1,,,2
401,D022,"PT DUTA TUNGGAL",jakarta,-,,-,,,1,,,2
402,E007,"EKA PUTRA MANDIRI SANITARY",JAKARTA,-,,-,,,1,,,2
403,B021,"BINTANG JAYA TEKNIK",JAKARTA,-,,-,,,1,,,2
404,F005,"FIRARI ALKES","DUTA BINTARO D2 NO 56 KOTA TANGERANG BANTEN",081280558858,andrievante2278@gmail.com,081280558858,,,1,,,2
405,T027,"THANKYOU MARKET","JL JELAMBAR BARU VIII NO 5A JAKARTA BARAT",081818888178,,081818888178,,,1,,,2
406,HASSEE,"PT HASSEE",Jakarta,021-5620742,,-,,,30,,,2
407,M026,"MULTI TEKNIK PARTS",JAKARTA,-,,-,,,1,,,2
408,DTU,"PT DAYA TEKNIK UNGGUL","Jl. Kenari 1 No.55C, Kenari Senen",0213914321,,-,,,30,,,2
409,"Cabang 1","Cabang 1",aaaaaa,2133123,,-,,,30,,,2
