legacy_id,code,perusahaan,address,phone,email,handphone,fax,npwp,tempo_hutang,kontak_person,keterangan,cabang_id
165,CAB-M013,"Mandala Arva Utama","Jl.Pecenongan No.41B Jakarta  Jakarta 10710",3503306/07/08,,-,3450555,,60,rina,"[legacy:inventory_cab supplier_code=M013 row_id=165]",3
166,CAB-M014,"Makmur jaya","PLAZA DE LUMINA BLOK C NO.19 33672469=YUNI  ko rudy 70171947,081280997288",29030720,,-,29030590/07200,,60,29419077,"[legacy:inventory_cab supplier_code=M014 row_id=166]",3
167,CAB-M015,"Mitra Makmur Sahabat","gdg knri mas lt LG BLOK B NO 138",39841221,,-,39842575,,60,andre,"[legacy:inventory_cab supplier_code=M015 row_id=167]",3
168,CAB-M016,"makmur abadi besi",8762051/87914184,-,,-,,,30,,"[legacy:inventory_cab supplier_code=M016 row_id=168]",3
169,CAB-M017,"metro jaya","psr knri lma aks no13",-,,-,,,30,,"[legacy:inventory_cab supplier_code=M017 row_id=169]",3
170,CAB-M018,"mitra pratama elektrindo",0818890506,55733127/128,,-,55733129,,30,"p budy(Budiyanto)","[legacy:inventory_cab supplier_code=M018 row_id=170]",3
171,CAB-M019,"mitra medika","081808132193/ perum permata cikarang sltn BLOK D 9 NO 14 DESA SUKADAMI KEC CIKARANG SELATAN KAB BEKASI",081808132193,,082113384881,,,30,mistarno,"[legacy:inventory_cab supplier_code=M019 row_id=171]",3
172,CAB-M020,"MITRA PRESTASI ABADI",-,29569515,,-,,,30,,"[legacy:inventory_cab supplier_code=M020 row_id=172]",3
173,CAB-M021,"MAJU TEKNIK",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=M021 row_id=173]",3
174,CAB-N001,"Naga Mas","Kenari  Jakarta",-,,-,,,30,Abun,"[legacy:inventory_cab supplier_code=N001 row_id=174]",3
175,CAB-N002,NAGANO,-,-,,-,,,30,"T H ONG","[legacy:inventory_cab supplier_code=N002 row_id=175]",3
176,CAB-N003,NIBCO,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=N003 row_id=176]",3
177,CAB-N004,"NAGA SAKTI",-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=N004 row_id=177]",3
178,CAB-N005,"PT NUSASEJAHTERA LOGAMPRATAMA","JL.P JAYAKARTA NO.129 KOMP SENTRA P JAYAKARTA BLOK C22, MANGGA DUA SELATAN , JAKARTA PUSAT",6245901,,085100552538,6245886,01.356.211.1-026.000,30,"P MAX(FELIX TEDJA)","NPWP [legacy:inventory_cab supplier_code=N005 row_id=178]",3
179,CAB-N006,"nobi enggineering",-,-,,-,,,30,"ko aliong","[legacy:inventory_cab supplier_code=N006 row_id=179]",3
180,CAB-O001,"OMNI SUMBER ESA","33276411 fax//087771392176 085775606690//",56940475,,-,56940475/332764,,60,,"99450790/95319800 [legacy:inventory_cab supplier_code=O001 row_id=180]",3
181,CAB-P001,"Putra Dumas Lestari",-,5444393,,-,5444595,,30,Retno,"[legacy:inventory_cab supplier_code=P001 row_id=181]",3
182,CAB-P002,"Putri Sakti",-,5810283,,-,,,30,Itje,"[legacy:inventory_cab supplier_code=P002 row_id=182]",3
183,CAB-P003,Pasifik,"Kenara  Jakarta",3155903,,-,,,30,Dedi/Tintin,"[legacy:inventory_cab supplier_code=P003 row_id=183]",3
184,CAB-P004,"Putra Bahari","jl kh umar asnawi rt 13/rw 01 kebasen talang tegal",083190282022,,-,083190282022,,60,"Agus/p haji sobri sibang","[legacy:inventory_cab supplier_code=P004 row_id=184]",3
185,CAB-P005,"Putra Hijau Logam",Jakarta,-,,-,,,60,"PUTRA HIJAU LOGAM","[legacy:inventory_cab supplier_code=P005 row_id=185]",3
186,CAB-p006,"Prima Bintang",Jakarta,42880618,,-,,,60,Yuli/Lina,"[legacy:inventory_cab supplier_code=p006 row_id=186]",3
187,CAB-P007,Poongsan,Jakarta,-,,-,,,60,"Frank Jeung","[legacy:inventory_cab supplier_code=P007 row_id=187]",3
188,CAB-P008,"Puncak Simole Jaya","JL KARANG ANYER RAYA BLOK ANO.29A 6260445/08176667 08176667163 Jakarta",6254177,,-,6254177,,60,"TUAHTA KARO","[legacy:inventory_cab supplier_code=P008 row_id=188]",3
189,CAB-P009,PSF,-,-,,-,,,30,STONE,"[legacy:inventory_cab supplier_code=P009 row_id=189]",3
190,CAB-P010,"CV.Pesona Ungu","Jl.Raya Swatantra Pondok Mitra Lestari Blok E 3 27  Jakarta",8241227,,-,82401870,,60,Warman(SUWARMAN),"[legacy:inventory_cab supplier_code=P010 row_id=190]",3
191,CAB-P011,"PUTRA JAYA","kenari baru LT 11 no C 16","3914341,3925237",,-,,,60,Ang,"081284892894 ang [legacy:inventory_cab supplier_code=P011 row_id=191]",3
192,CAB-P012,"PUTERA BENGAWAN p.kaca",70965726,6246322/6246180,,-,,,30,yatno,"[legacy:inventory_cab supplier_code=P012 row_id=192]",3
193,CAB-P013,"PAGODA SAKTI RAYA",-,6591762,,-,,,30,dewi,"[legacy:inventory_cab supplier_code=P013 row_id=193]",3
194,CAB-P014,"putra jaya bracket","jl kamboja rt 19 rw 1v no 53","0283 3448309",,-,"0283 3448309",,30,,"081542178004 [legacy:inventory_cab supplier_code=P014 row_id=194]",3
195,CAB-P015,"JINAN RETEKOOL INC","NO.12111, JINGSHI ROAS, JINAN , CHINA",86-0531-58661437,,-,86-0531-86964933,,1,,"[legacy:inventory_cab supplier_code=P015 row_id=195]",3
196,CAB-P016,PUANITECH,-,-,,-,,,30,"BU CRISTIN","[legacy:inventory_cab supplier_code=P016 row_id=196]",3
197,CAB-P017,"PLATINUM JAYA ELECTRIC",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=P017 row_id=197]",3
198,CAB-R001,Restu,"TERUSAN BANDENGAN UTARA NO.15",97734190,,-,,,60,Wei,"[legacy:inventory_cab supplier_code=R001 row_id=198]",3
199,CAB-R002,Rajawali,3927241,3144360,,-,3926036,,60,,"085100033660 [legacy:inventory_cab supplier_code=R002 row_id=199]",3
200,CAB-R003,"Roda Mas","jl danau sunter barat blok a 2 no 22  Jakarta",08161314467,,-,64710454,,60,Mardi(INDOROMAS),"64713393,64712262 [legacy:inventory_cab supplier_code=R003 row_id=200]",3
201,CAB-R004,"CV.Rintis Usaha Bersama","081318449050/0817842396  Jakarta",8297150,,-,,,60,Usep,"[legacy:inventory_cab supplier_code=R004 row_id=201]",3
202,CAB-R005,"Roda Jaya",Jakarta,-,,-,,,60,Mardi,"[legacy:inventory_cab supplier_code=R005 row_id=202]",3
203,CAB-R006,REGO,-,-,,-,,,30,PAUL,"[legacy:inventory_cab supplier_code=R006 row_id=203]",3
204,CAB-R007,Radita,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=R007 row_id=204]",3
205,CAB-R008,"ravi jaya",-,31924427,,-,,,60,"ko asu","[legacy:inventory_cab supplier_code=R008 row_id=205]",3
206,CAB-R009,"riyadi putra makmur","pertokoan glodok jaya ruko 48,,6281618 EVA",6257030,,-,6255888,,30,eva/MEI,"[legacy:inventory_cab supplier_code=R009 row_id=206]",3
207,CAB-S001,"Sinar Inti  Prima",-,55954973,,-,,,60,Yuda,"[legacy:inventory_cab supplier_code=S001 row_id=207]",3
208,CAB-S002,"sumber mas","085781020999//5530244 Jakarta",08161488893,,-,,,60,Suryadi,"92598002 [legacy:inventory_cab supplier_code=S002 row_id=208]",3
209,CAB-S003,"Surya Toolindo",Jakarta,08161488893,,-,,,60,"Liong Hwi Tjen","[legacy:inventory_cab supplier_code=S003 row_id=209]",3
210,CAB-S004,"Surya Agung","Jl.Ps jembatan merah blok B no.7  Jakarta",6295659,,-,6284555,,60,"Aseng(SURYA AGUNG)","[legacy:inventory_cab supplier_code=S004 row_id=210]",3
211,CAB-S005,"Surya Medika",Jakarta,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S005 row_id=211]",3
212,CAB-S006,"Sinar  Makmur","082110754538 FIONA JL KARANG ANYAR PERMAI 55 BLOK  B 1 NO 40 Jakarta",62303005,,-,62303002,,60,"(RICHARD DWIRAHADI)","[legacy:inventory_cab supplier_code=S006 row_id=212]",3
213,CAB-S007,"Sumber Mandiri",Jakarta,31902229,,-,31904615,,60,"Denny Chandra","[legacy:inventory_cab supplier_code=S007 row_id=213]",3
214,CAB-S008,"Samudra Tehnik","glodok jaya lt dsr blok D NO 6  Jakarta",6494242/6298216,,-,6599239,,60,"Dicky(SAMUDRA TEKNIK)","[legacy:inventory_cab supplier_code=S008 row_id=214]",3
215,CAB-S009,Sika,Jakarta,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S009 row_id=215]",3
216,CAB-S010,"Sinar Prima Harapan",Jakarta,4202144,,-,,,60,Endang/Yongki,"[legacy:inventory_cab supplier_code=S010 row_id=216]",3
217,CAB-S011,Supranusa,"GDG JL INDUSTRI MNIS 5 NO 26 JATAKE TANGERNG//  Jakarta",65310168,,-,65310169,,30,"P TIMOTI 085238925298","GDG 5918956//bu jelia [legacy:inventory_cab supplier_code=S011 row_id=217]",3
218,CAB-S012,"UD Satu Tiga Satu",Jakarta,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S012 row_id=218]",3
219,CAB-S013,Sentral,"Kenari  Jakarta",3196745,,-,,,60,Fifi,"[legacy:inventory_cab supplier_code=S013 row_id=219]",3
220,CAB-S014,Ssj,"39840447//KNRI BRU BLOK C NO 11  Jakarta",3158505,,-,,,30,Budi,"[legacy:inventory_cab supplier_code=S014 row_id=220]",3
221,CAB-S015,"Sumber Abadi","Jl.Kenari Aks-50  Jakarta",-,,-,,,30,Akhiong,"[legacy:inventory_cab supplier_code=S015 row_id=221]",3
222,CAB-S016,"CV SINAR HARAPAN","Kenari gdg almt jl danau sunter sltn blok 05 no 2b  Jakarta",3903009/3907173,,-,31925885,,30,"Ahao(SINAR HARAPAN)","3153425/31927495/31930352 [legacy:inventory_cab supplier_code=S016 row_id=222]",3
223,CAB-S017,"PT SINAR MAS ANDHIKA","3903988/89 P EDI 31924886/87,087882172088  Jakarta",3907476,,-,31924880,,60,"(PEGGY YATAPENA)","[legacy:inventory_cab supplier_code=S017 row_id=223]",3
224,CAB-S018,SBS,"Kenari 3905026  Jakarta",3926405,,-,,,30,"Ciawen(RAYMOND,TRIAGUNG)","[legacy:inventory_cab supplier_code=S018 row_id=224]",3
225,CAB-S019,"Sinar Mas Sakti",Jakarta,6393408,,-,,,60,yono,"[legacy:inventory_cab supplier_code=S019 row_id=225]",3
226,CAB-S020,"PT Sadikun","srengseng raya no 62 kembangan jakbar  Jakarta",5851385,,-,5846243,,60,"p slamet/riri/rita","[legacy:inventory_cab supplier_code=S020 row_id=226]",3
227,CAB-S021,"Sahabat Indonesia",Jakarta,6610651,,-,,,60,Herianto/Guna,"[legacy:inventory_cab supplier_code=S021 row_id=227]",3
228,CAB-S022,"PT SAEKINDO SAKTI","KOMP GADING BUKIT INDAH BLOK J NO.17 KELAPA GADING  Jakarta",45845649,,-,45845653,,60,"Nelly(OTMAN GUNTUR)/45842760","[legacy:inventory_cab supplier_code=S022 row_id=228]",3
229,CAB-S023,Sedayu,Jakarta,6619754,,-,,,30,Ratna/Eko,"[legacy:inventory_cab supplier_code=S023 row_id=229]",3
230,CAB-S024,"PT SUMBERMETAL INTERNASIONAL",Jakarta,"6610651 //085814475473",,-,6603700,,60,"Herianto(SUMBER METAL)","[legacy:inventory_cab supplier_code=S024 row_id=230]",3
231,CAB-S025,"Sinar Inti Makmur",Jakarta,55954973,,-,,,60,"BU YUDA","[legacy:inventory_cab supplier_code=S025 row_id=231]",3
232,CAB-S026,"CV SINAR JAYA PRIMA","KOMPLEK PERTOKOAN PENGAMPON SQUARE BLOK E 17 BONGKARAN PABEAN CANTIAN SURABAYA",087758883999,,087758883999,,02.206.899.3-613.000,60,,"[legacy:inventory_cab supplier_code=S026 row_id=232]",3
233,CAB-S027,Santoso,"jl cengkeh no 14 a sebrang bca  Jakarta",6922202/6926048,,-,,,60,Leny,"087880611970 [legacy:inventory_cab supplier_code=S027 row_id=233]",3
234,CAB-S028,"Surya Logam","PSR JMBTN MERAH BLOK B NO 23 TELP : 6491470 6491450/6491470/6394623/629400 Jakarta",6491450,,-,6591449,,60,"Ko ook/p iman(SURYA LOGAM)","6394623,fax 6591448 [legacy:inventory_cab supplier_code=S028 row_id=234]",3
235,CAB-S029,"Samudra Valve",Jakarta,-,,-,,,60,Tomy,"[legacy:inventory_cab supplier_code=S029 row_id=235]",3
236,CAB-S030,"Sukses Tehnik Abadi","Pasar kenari lama lt dasar AKS 135-136  Jakarta 10430",3920451,,-,3920451,,30,Lili,"[legacy:inventory_cab supplier_code=S030 row_id=236]",3
237,CAB-S031,"PT Sapta Nusa Citra","KH DEWANTARA ruko golden 8 blok D 25,gading serpon NO REK:6040708977 A/N:TJUNG LAY PIN Jakarta",29238777/651093,,-,29238773,,60,"(TJUNG LAY PIN)","081310263161/08161495007 [legacy:inventory_cab supplier_code=S031 row_id=237]",3
238,CAB-S032,"Sarana Sentral System","jl.kedoya duri raya no.5A,kebon jeruk","70693188,",,-,5800827,,60,"p sanjaya 081383611818","[legacy:inventory_cab supplier_code=S032 row_id=238]",3
239,CAB-S033,"Sumber Karet","kenari lama",6298731,,-,,,60,,"[legacy:inventory_cab supplier_code=S033 row_id=239]",3
240,CAB-S034,"sinar sakti",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S034 row_id=240]",3
241,CAB-S035,"DAEYANG F&amp;G CO","26-12, 68 MUNHAK-RO, JEONGNAM-MYEON, HWASEONG-CITY, GYEONGGI-DO, KOREA",82-100585800862,,-,,,1,"KIM JONG SEOK","[legacy:inventory_cab supplier_code=S035 row_id=241]",3
242,CAB-S036,"Sinar Graha Teknik","MANGGA BESAR 1 NO.76EE",6007474/6269021,,-,6287678,,60,"(SINAR GRAHA TEKNIK)","08161934584 [legacy:inventory_cab supplier_code=S036 row_id=242]",3
243,CAB-S037,"Sinar Terang","jl.let.jend.suprapto no 10","4200639,4247791",,-,4212632,,60,"(OEI KENNEDY MOEIS CANDY)","[legacy:inventory_cab supplier_code=S037 row_id=243]",3
244,CAB-S038,"sumber jaya",-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S038 row_id=244]",3
245,CAB-S039,SMC,"selly/siska 6306669/6308525/6309518 8281618",6122888/6308525,,-,6498765,,60,,"coupler 6255548/f 6255888 [legacy:inventory_cab supplier_code=S039 row_id=245]",3
246,CAB-S040,"Sumber Sarana Teknik",-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S040 row_id=246]",3
247,CAB-S041,"Sentrateknik utama",-,-,,-,,,30,johanaa,"[legacy:inventory_cab supplier_code=S041 row_id=247]",3
248,CAB-S043,"sumber jaya galv",-,-,,-,,,30,"ko taping","[legacy:inventory_cab supplier_code=S043 row_id=248]",3
249,CAB-S044,"SUMBER REJEKI","gedung metro glodok no 51 B",6015102,,-,6243718,,60,,"[legacy:inventory_cab supplier_code=S044 row_id=249]",3
250,CAB-S045,SUPERLON,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=S045 row_id=250]",3
251,CAB-S046,"UD SAHABAT OLI",-,6596814/6597014,,-,,,60,"P satriadi","081317170137 [legacy:inventory_cab supplier_code=S046 row_id=251]",3
252,CAB-S047,"SINAR MUTIARA INDAH","jl.srengseng raya no 62 kebon jeruk",5851385,,-,5846243,,60,"P SLAMET","[legacy:inventory_cab supplier_code=S047 row_id=252]",3
253,CAB-S048,"SINAR PLASTIK",-,68996345,,-,,,60,MAYA,"[legacy:inventory_cab supplier_code=S048 row_id=253]",3
254,CAB-S049,"senara regindo agung","pergdgn kosambi permai blok c/10,jl raya perancis 5592526/27",081281637243,,-,5592543,,60,tuTTY,"[legacy:inventory_cab supplier_code=S049 row_id=254]",3
255,CAB-S050,"SAFIR JAYA","PSR KNRI LMA LT 1 AKS 50",45558551,,-,,,60,"BU SITI","[legacy:inventory_cab supplier_code=S050 row_id=255]",3
256,CAB-S051,"SINAR NUSA PANCA BINTANG","JL DANAU SUNTER SLTN BLOK 03 NO 36-37 95702710 ko daniel",6510468/6264034,,-,6510047,,30,MOMONG,"6510607/6510937 [legacy:inventory_cab supplier_code=S051 row_id=256]",3
257,CAB-S052,SKS,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S052 row_id=257]",3
258,CAB-S053,"SARANA MAKMUR",-,6253506,,-,6295601,,60,AJAT,"081310165209/91157561 [legacy:inventory_cab supplier_code=S053 row_id=258]",3
259,CAB-S054,"sarana maju",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S054 row_id=259]",3
260,CAB-S055,SURYO,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S055 row_id=260]",3
261,CAB-S056,"sinar samudra","ltc gf1 blok c28 no 7//6284466",62201287,,-,,,30,,"56973969 [legacy:inventory_cab supplier_code=S056 row_id=261]",3
262,CAB-S057,"SKY DUCT","JL PENGADEGAN SLTN 7 NO 4 27954988",7946603,,-,,,30,delmi/aro,"[legacy:inventory_cab supplier_code=S057 row_id=262]",3
263,CAB-S058,SERA,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S058 row_id=263]",3
264,CAB-S059,STARMED,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S059 row_id=264]",3
265,CAB-S060,sw,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S060 row_id=265]",3
266,CAB-S061,"PT SRIKANDI PRADHANA SAKTI","REMAJA RAYA NO 14 CEMPAKA BARU 4269647//4263806",4269646//,,-,42879610,,30,"(SAMSUL ACHMAD EDISON)","081286679911/santi [legacy:inventory_cab supplier_code=S061 row_id=266]",3
267,CAB-S062,"SUKSES UTAMA",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S062 row_id=267]",3
268,CAB-S063,"SINAR BINTANG MAKMUR SEJAHTERA",-,-,,-,,,30,"CI MOMONG","[legacy:inventory_cab supplier_code=S063 row_id=268]",3
269,CAB-S064,"SAFE GAS",-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=S064 row_id=269]",3
270,CAB-S065,"SUMBER MAKMUR ABADI","ruko arcadia grand galaxy city no 112 bekasi",8226503,,-,,,30,"bp surya","0818940301//081384700898 [legacy:inventory_cab supplier_code=S065 row_id=270]",3
271,CAB-T001,Tako,Jakarta,-,,-,,,60,,"[legacy:inventory_cab supplier_code=T001 row_id=271]",3
272,CAB-T002,"Tehnik Makmur",Jakarta,-,,-,,,60,Efi,"[legacy:inventory_cab supplier_code=T002 row_id=272]",3
273,CAB-T003,Tritunggal,"Jl.Parangtritis Raya no.6F Ancol Barat  Jakarta",4618485,,-,4610685,,60,Soleh/Willy,"[legacy:inventory_cab supplier_code=T003 row_id=273]",3
274,CAB-T004,"Tunas Karya Mandiri",Jakarta,-,,-,,,60,Susan,"[legacy:inventory_cab supplier_code=T004 row_id=274]",3
275,CAB-T005,TBN,Jakarta,-,,-,,,60,,"[legacy:inventory_cab supplier_code=T005 row_id=275]",3
276,CAB-T006,"toko 131",-,-,,-,,,60,tatung,"[legacy:inventory_cab supplier_code=T006 row_id=276]",3
277,CAB-T007,"tabung gas",-,-,,-,,,30,60,"[legacy:inventory_cab supplier_code=T007 row_id=277]",3
278,CAB-T008,"TRI SINAR PURNAMA","desa kedung pani kel wates kec ngaliyan smrg  semarang 50188","0247628224 -26",,-,0247628223,,60,,"[legacy:inventory_cab supplier_code=T008 row_id=278]",3
279,CAB-T010,TIVAL,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=T010 row_id=279]",3
280,CAB-T011,TOFLE,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=T011 row_id=280]",3
281,CAB-T012,"TOP tape",-,94422227,,-,,,60,"ko ayong","[legacy:inventory_cab supplier_code=T012 row_id=281]",3
282,CAB-T013,"TEKNIK MITRA NITTO","jl komp pertokoan glodok jya ruko 48 pt riyadi putra makmur gnti",6255548/6122888,,-,,,60,,"[legacy:inventory_cab supplier_code=T013 row_id=282]",3
283,CAB-T014,"PT TRIAGUNG ADISEJAHTERA","JL KENARI",021-8579988,,-,,,30,"CI AAWEN","[legacy:inventory_cab supplier_code=T014 row_id=283]",3
284,CAB-T015,"PT TISCO","jl p jayakrta no 33 b",62202727,,-,6261353,,30,IRA/IRMA/linda,"[legacy:inventory_cab supplier_code=T015 row_id=284]",3
285,CAB-T016,TATZU,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=T016 row_id=285]",3
286,CAB-T017,TL,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=T017 row_id=286]",3
287,CAB-T018,TECHNOFLEX,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=T018 row_id=287]",3
288,CAB-T019,test,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=T019 row_id=288]",3
289,CAB-U001,Utraconindo,-,-,,-,,,60,Thomas,"[legacy:inventory_cab supplier_code=U001 row_id=289]",3
290,CAB-U002,Utraconindo,Jakarta,"5695896,97",,-,"5800429,5842417",,60,Tomas,"[legacy:inventory_cab supplier_code=U002 row_id=290]",3
291,CAB-U003,"Usaha Jaya ci alin","jl agung timur 9 blok n2 no 14 jl gunung sahari raya no 18 Jakarta",62306436/6416,,-,6396238,,60,"Ming Su( USAHA JAYA )","0818966042 [legacy:inventory_cab supplier_code=U003 row_id=291]",3
292,CAB-U004,"Unika Daya Nusantara T",-,-,,-,,,60,Yudi,"[legacy:inventory_cab supplier_code=U004 row_id=292]",3
293,CAB-U005,"Usaha Jaya Mandiri",Jakarta,6252186,,-,6252185,,60,"Lisa(PT INDOMAKMUR INTI LESTARI)","[legacy:inventory_cab supplier_code=U005 row_id=293]",3
294,CAB-U006,Unipipe,"Jl.Griya utama komp ruko puri mutiara blok A no.92 65310525-27 Jakarta",-,,-,65310528,,60,"(RUSEN HERMAN)","29569515 [legacy:inventory_cab supplier_code=U006 row_id=294]",3
295,CAB-U007,"Utama teknik","jl.kelapa hibrida raya PE 10/3",45845057,,-,4516754,,60,"cristin(Christine NG)","[legacy:inventory_cab supplier_code=U007 row_id=295]",3
296,CAB-U008,"ultra 2000",-,-,,-,,,60,anis,"[legacy:inventory_cab supplier_code=U008 row_id=296]",3
297,CAB-U009,"UNI D",-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=U009 row_id=297]",3
298,CAB-U010,unilink,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=U010 row_id=298]",3
299,CAB-U011,"PT UNITI JAYA GEMILANG","085929991334//081213311334 66695262 fax",-,,-,,,30,"CI MIEN","[legacy:inventory_cab supplier_code=U011 row_id=299]",3
300,CAB-U012,UNION,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=U012 row_id=300]",3
301,CAB-U013,"PT USAHA JAYA PRIMATEK","JL. GUNUNG SAHARI RAYA NO 18 RT 001 RW 003, GUNUNG",021-62306431,fin@ujprimatek.com,-,,74.669.194.8-026.000,30,"P TANTO","[legacy:inventory_cab supplier_code=U013 row_id=301]",3
302,CAB-V001,Vovovom,"Jl.K.S Tubun no.130 Petamburan raya  Jakarta",5485331,,-,5481356,,60,Lisa,"[legacy:inventory_cab supplier_code=V001 row_id=302]",3
303,CAB-V002,"Varia Nepel","GLODOK JAYA BLOK B NO 7 LT DSR  Jakarta",6399666,,-,,,60,"Iwan(Varia Nepel)","081586289547 [legacy:inventory_cab supplier_code=V002 row_id=303]",3
304,CAB-V003,Victoria,"Kenari gedung HWI lt dasar blok B NO.82 GLODOK Jakarta",39842823,,-,39842824,,30,"Fitri(KWEE PHIN FONG)","[legacy:inventory_cab supplier_code=V003 row_id=304]",3
305,CAB-V004,"VININDO MANDIRI",-,70662440/658669,,-,,,30,"SANTOSO LIM","08161122007 [legacy:inventory_cab supplier_code=V004 row_id=305]",3
306,CAB-V005,"VALCONINDO INTI PERKASA","no rek 0653087001(BCA)",6284838,,-,,,30,"KO WEI WEI","[legacy:inventory_cab supplier_code=V005 row_id=306]",3
307,CAB-W001,Willich,"08128249829  Jakarta","3150884,8241120",,-,31938070,,30,"Diana,Yuli,,eni","gdg 82411207,82422467 [legacy:inventory_cab supplier_code=W001 row_id=307]",3
308,CAB-W002,Wahana,Jakarta,-,,-,,,60,Awie,"[legacy:inventory_cab supplier_code=W002 row_id=308]",3
309,CAB-W003,"Waskita Teknik",Jakarta,"6247217,6293041",,-,6250351,,60,"Dedy(JOHANES EDDY SUTIONO)","08129311469 [legacy:inventory_cab supplier_code=W003 row_id=309]",3
310,CAB-W004,WIKA,-,-,,-,,,30,IZAM,"[legacy:inventory_cab supplier_code=W004 row_id=310]",3
311,CAB-W005,Wavin,-,-,,-,,,60,,"[legacy:inventory_cab supplier_code=W005 row_id=311]",3
312,CAB-W006,"Wijaya Putra",-,6452042/6919994,,-,,,60,"ko akuwng/bu suli","081210892007 [legacy:inventory_cab supplier_code=W006 row_id=312]",3
313,CAB-W007,W007,-,-,,-,,,30,,"[legacy:inventory_cab supplier_code=W007 row_id=313]",3
314,CAB-Y001,"Yudistira Tehnik",-,68462832,,-,46836974,,60,"Ari,Tarno","087883161598 [legacy:inventory_cab supplier_code=Y001 row_id=314]",3
315,CAB-Y002,"Yohana Firma",Jakarta,4707669,,-,,,60,Jonah,"[legacy:inventory_cab supplier_code=Y002 row_id=315]",3
316,CAB-S067,"PT SINAR GRAHA TEKNIKTAMA","Mangga besar 1 no 76ee",6007474,,-,,,60,,"[legacy:inventory_cab supplier_code=S067 row_id=316]",3
317,CAB-H014,HANDOKO,"TAMAN PALEM LESTARI",081382021600,,081382021600,,,30,ALBERT,"[legacy:inventory_cab supplier_code=H014 row_id=317]",3
318,CAB-w008,"warung perkakas","jl jelambar utama sakti 9 no 21",08972987109,,-,,,1,,"[legacy:inventory_cab supplier_code=w008 row_id=318]",3
319,CAB-w009,"warung teknik",bukalapak,08164807939,,08164807939,,,1,kevin,"[legacy:inventory_cab supplier_code=w009 row_id=319]",3
320,CAB-D001,"DIGITAL INSTRUMENT",KLATEN,085740417688,,085740417688,,,1,MASHUWOTO,"[legacy:inventory_cab supplier_code=D001 row_id=320]",3
321,CAB-I013,"PT INDOROMAS SEJAHTERA","JL DANAU SUNTER BARAT BLOK A 2 NO 22",08161314467,,08161314467,,,30,MARDI,"[legacy:inventory_cab supplier_code=I013 row_id=321]",3
322,CAB-Y003,"YUEQING COOLWORK","17TH,WEI ROAD,YUE QING CHINA","+ 86 57727851988",,-,,,1,,"[legacy:inventory_cab supplier_code=Y003 row_id=322]",3
323,CAB-A023,"ALPHA TEKNIK",TANGERANG,"021 22909091",,-,,,1,,"[legacy:inventory_cab supplier_code=A023 row_id=323]",3
324,CAB-A024,"AMERTA GRACIA",JAKARTA,081314981120,,-,,,1,,"[legacy:inventory_cab supplier_code=A024 row_id=324]",3
325,CAB-T020,"PT TIRTA PRATAMA METERINDO","KENARI SENEN VINILON BUILDING LT 10 UNIT 10-1",31924886,,087882172088,,,60,"BP EDI","[legacy:inventory_cab supplier_code=T020 row_id=325]",3
326,CAB-R010,"PT RIFENG INTERNATIONAL INDONESIA","JL GRIYA UTAMA KOMPLEK RUKO PURI MUTIARA BLOK A NO 92 SUNTER AGUNG JAKARTA UTARA 14350",65310525/0526/0527,,-,,,30,RETNO,"[legacy:inventory_cab supplier_code=R010 row_id=326]",3
327,CAB-m022,"MEKAR JAYA",GLODOK,0811802205,,0811802205,,,1,HIDAYAT,"[legacy:inventory_cab supplier_code=m022 row_id=327]",3
328,CAB-A025,"ANUGRAH JAYA TEHNIK",GLODOK,081919992806,,081919992806,,,1,"HAN LIONG","[legacy:inventory_cab supplier_code=A025 row_id=328]",3
